"1","2010-02","22992.581944"
"1","2010-03","19216.391056"
"1","2010-04","25641.208756"
"1","2010-05","14516.160556"
"1","2010-06","14503.691333"
"1","2010-07","14356.900489"
"1","2010-08","13806.804500"
"1","2010-09","15240.821278"
"1","2010-10","24565.205600"
"1","2010-11","18865.494611"
"1","2010-12","30538.837289"
"1","2011-01","13180.802111"
"1","2011-02","22697.895500"
"1","2011-03","15813.588500"
"1","2011-04","29490.625644"
"1","2011-05","13611.414444"
"1","2011-06","13674.911389"
"1","2011-07","14106.214178"
"1","2011-08","13955.821611"
"1","2011-09","15598.044356"
"1","2011-10","24241.375000"
"1","2011-11","21115.896722"
"1","2011-12","31724.260044"
"1","2012-01","14149.924278"
"1","2012-02","24628.019056"
"1","2012-03","20019.387200"
"1","2012-04","28977.717444"
"1","2012-05","14376.515333"
"1","2012-06","14449.170356"
"1","2012-07","14557.032444"
"1","2012-08","14399.673422"
"1","2012-09","16233.806056"
"1","2012-10","22913.517556"
"2","2010-02","42545.928722"
"2","2010-03","41891.955944"
"2","2010-04","42931.825200"
"2","2010-05","43088.021611"
"2","2010-06","44588.799333"
"2","2010-07","45567.323689"
"2","2010-08","47103.915611"
"2","2010-09","43775.587944"
"2","2010-10","41372.302222"
"2","2010-11","40818.560500"
"2","2010-12","45091.370400"
"2","2011-01","38657.883000"
"2","2011-02","42655.191056"
"2","2011-03","42932.238944"
"2","2011-04","42140.761200"
"2","2011-05","42104.226056"
"2","2011-06","43751.940778"
"2","2011-07","44653.548444"
"2","2011-08","46490.796556"
"2","2011-09","43063.387200"
"2","2011-10","42081.946944"
"2","2011-11","42326.242056"
"2","2011-12","48476.398267"
"2","2012-01","41036.124278"
"2","2012-02","44759.962000"
"2","2012-03","44022.806933"
"2","2012-04","43488.476944"
"2","2012-05","43452.707889"
"2","2012-06","45038.152356"
"2","2012-07","44990.418833"
"2","2012-08","46636.410978"
"2","2012-09","42975.041833"
"2","2012-10","42192.143611"
"3","2010-02","9662.051556"
"3","2010-03","8683.494611"
"3","2010-04","8186.000844"
"3","2010-05","7599.961389"
"3","2010-06","7203.849667"
"3","2010-07","13460.449156"
"3","2010-08","31817.400611"
"3","2010-09","15404.851778"
"3","2010-10","7955.201200"
"3","2010-11","8338.065778"
"3","2010-12","10946.773289"
"3","2011-01","11043.214278"
"3","2011-02","9027.450833"
"3","2011-03","8025.309722"
"3","2011-04","7951.207067"
"3","2011-05","7585.178000"
"3","2011-06","7024.818556"
"3","2011-07","12478.545867"
"3","2011-08","33002.432667"
"3","2011-09","14921.808000"
"3","2011-10","7994.933778"
"3","2011-11","8031.835667"
"3","2011-12","11341.261244"
"3","2012-01","11256.679944"
"3","2012-02","9703.631056"
"3","2012-03","8203.890756"
"3","2012-04","7694.655167"
"3","2012-05","7566.495333"
"3","2012-06","7205.453378"
"3","2012-07","14598.782389"
"3","2012-08","32771.071156"
"3","2012-09","13173.634778"
"3","2012-10","7908.916944"
"4","2010-02","24836.108444"
"4","2010-03","24189.081167"
"4","2010-04","24984.977422"
"4","2010-05","25196.129000"
"4","2010-06","25878.299722"
"4","2010-07","26967.203333"
"4","2010-08","27317.466611"
"4","2010-09","26283.596611"
"4","2010-10","24385.713333"
"4","2010-11","26383.846056"
"4","2010-12","26604.650711"
"4","2011-01","24916.736778"
"4","2011-02","25141.544833"
"4","2011-03","24595.174944"
"4","2011-04","24360.146667"
"4","2011-05","25187.875611"
"4","2011-06","26091.746667"
"4","2011-07","26470.098889"
"4","2011-08","28007.947611"
"4","2011-09","25886.864222"
"4","2011-10","25472.318167"
"4","2011-11","27347.400889"
"4","2011-12","27056.985422"
"4","2012-01","25821.818722"
"4","2012-02","25999.345389"
"4","2012-03","25317.939778"
"4","2012-04","26098.836833"
"4","2012-05","26144.511778"
"4","2012-06","27071.466267"
"4","2012-07","27372.924778"
"4","2012-08","27835.724400"
"4","2012-09","25931.129944"
"4","2012-10","25701.977389"
"5","2010-02","24179.264400"
"5","2010-03","27200.589070"
"5","2010-04","23940.277953"
"5","2010-05","16461.850057"
"5","2010-06","18907.190678"
"5","2010-07","17228.541096"
"5","2010-08","16122.576474"
"5","2010-09","15730.819017"
"5","2010-10","18606.304083"
"5","2010-11","36478.088523"
"5","2010-12","52989.444751"
"5","2011-01","17812.481136"
"5","2011-02","23771.882273"
"5","2011-03","20551.979148"
"5","2011-04","20739.571076"
"5","2011-05","14813.446136"
"5","2011-06","16906.770739"
"5","2011-07","14853.460444"
"5","2011-08","15318.406722"
"5","2011-09","16218.302634"
"5","2011-10","21895.882611"
"5","2011-11","37139.429278"
"5","2011-12","39382.753467"
"5","2012-01","15998.472056"
"5","2012-02","24478.056556"
"5","2012-03","20304.662711"
"5","2012-04","16861.243944"
"5","2012-05","14014.043889"
"5","2012-06","16570.476978"
"5","2012-07","13615.789889"
"5","2012-08","15241.752178"
"5","2012-09","16832.462278"
"5","2012-10","19011.587111"
"6","2010-02","5535.845655"
"6","2010-03","4922.602381"
"6","2010-04","5010.487238"
"6","2010-05","6337.677024"
"6","2010-06","6075.637917"
"6","2010-07","5823.161810"
"6","2010-08","5155.999345"
"6","2010-09","4174.009249"
"6","2010-10","4048.622909"
"6","2010-11","8546.478629"
"6","2010-12","10540.919816"
"6","2011-01","2877.936606"
"6","2011-02","3981.462367"
"6","2011-03","3932.167169"
"6","2011-04","4093.317606"
"6","2011-05","4965.633631"
"6","2011-06","4851.247964"
"6","2011-07","4469.291095"
"6","2011-08","3818.121488"
"6","2011-09","3443.358863"
"6","2011-10","3735.340904"
"6","2011-11","7303.666566"
"6","2011-12","7870.447874"
"6","2012-01","2420.080854"
"6","2012-02","3593.345741"
"6","2012-03","3150.380098"
"6","2012-04","3292.970366"
"6","2012-05","4099.839136"
"6","2012-06","3804.432115"
"6","2012-07","3776.040181"
"6","2012-08","3157.758937"
"6","2012-09","3311.850122"
"6","2012-10","3142.234847"
"7","2010-02","17274.653778"
"7","2010-03","19185.506722"
"7","2010-04","22521.649289"
"7","2010-05","21603.450778"
"7","2010-06","27338.460889"
